;text;sentiment
2089;http://tinyurl.com/ateltl <-- Rocksteady pt II;neutral
2090; WOOHOOO very cool see I knew u would get to see her;positive
2091;the  2009 convention ( http://tr.im/mLvw ) doesn`t look that great this year  - going to vegas then sounds much more fun;neutral
2092;  Yes,... I blame you all;negative
2093;And this picture of her with Zack from Saved By The Bell  http://twitpic.com/669lg;neutral
2094;He can`t fix it.   I guess I`ll write until I get too bored then watch tv. Man, this is lame.;negative
2095;wishes happy mothers` day to all moms out there.;positive
2096;: Potter, are also in that category! Hehe. <3 I love you too!!! So much;positive
2097; did you google it too? or maybe you actually knew the answer lol ps put uo the pics already from last night  im getting anxious;neutral
2098; SUPER EXCITED. JUST BOUGHT MY TIX TO SEE HEY MONDAY ON 6/20. AGAIN.  ~SVETLANA J. DENVER,CO;positive
2099; woop right am off to 'try' to get 2 sleep haha its 2 hot  have a good nightt x;neutral
2100;_Guy Me neither  But itï¿½s getting better;positive
2101; try #fireflight first... female fronted metal is awesome..  ..  Unbreakable album would be a good start!;positive
2102;Hows that possible? No rain forecast for Pinkpop? And I have no ticket;neutral
2103; I`m not sure about this tweet business  Why are the simple things so difficult?;negative
2104;" june 15, 1995, chino hills, CA. The 1 day it rained n june in SoCal...we had an outside grad; had 2 move it 2 the gym";neutral
2105;With  walking the streets of Harlem. Home sweet home;positive
2106;Rod stewart`s new song;neutral
2107; JUST like to clarify that I am a unable to acc. review vibrators as have not testrun any. *not an invitaiton for freebies;negative
2108;Momma martini went food shopping without me!!!!;negative
2109;  Where I live, all the small markets deliver their day-old bread to the food bank, but times are really tough, even for me;negative
2110;Good Morning. It`s Friday and the start of my work week  But... Lakers are going to take the 4th W tonight. Woohoo GO LAKERS!!!!;positive
2111;really tired. and have to work the whole day tomorrow, the thought of it depresses me.  uncoooool....;negative
2112; Once James Cameron touches something and revolutionizes it... someone else comes along and **** it up;negative
2113; I KNO!!! im so sad! evry1 is leavin its horrible! im supposed to b happy for summer but i cant ima miss evry1!;negative
2114;nachos and the tudors? i think so;neutral
2115; Good morning Dan! It`s my Bday and I plan on getting some exercise too today!!  Love ya!! See you in NYC!!!;positive
2116;Just found out a friend and his son fell down a 25ft shaft onto concrete today. They are alive at least. Don`t know much else.;neutral
2117;is tired and sad;negative
2118;They`re gone.;negative
2119;  What`s all your fault?;neutral
2120; http://twitpic.com/67swx - i wish i was calling you but i can`t from Malta;positive
2121;Have hardly worked out in the last two weeks but am losing weight.  Fear I`m losing muscle!!  Just made doc. appt. for injured foot;negative
2122; will u say shoutout to NIKKI!!! please   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS);positive
2123; I hide my berry like a slave REGULARLY only today I was caught by massa   & im def not light enough to be a juice pouring slave;neutral
2124;Won a diamond for my compï¿½tition  , yaayy tomorow its the DIAMOND DANCE OFF !! Were the best  .. Still in montrï¿½al !!;positive
2125;Sitting here, waiting to go to the gym.....almost left, then realized I never charged my iPod from my trip to Wisconsin....it`s dead;neutral
2126; Fighter - Christina Aguilera. LOVE that song;positive
2127;warmed up nicely outside.  sucks being stuck inside coding;neutral
2128;http://twitpic.com/4wu0a - Sunny day at vivocity, yupz just showered.. Runs into airconditioned mall..;neutral
2129; I know it`s against the law... I am a rebel in small things.;positive
2130; Thanks to TweetStats, I confirmed what I long suspected: Twitter is keeping me up way too late!  ht.. http://twurl.nl/oaerf4;positive
2131; BabyLove em homenagem ao Baby D;positive
2132;won`t be going to the Oxford Internet Institute Sunner Doctoral Programme in Brisbane: lack of funding;negative
2133;I don`t saw the movie;neutral
2134; all ur pic it`s so nice  look so cute..oh!!;positive
2135;watching a film, recovering from my operation;positive
2136;My day on the computer is about to end. Dang. I hate not being allowed on the computer.;negative
2137;i`m going to kill myself T_T . i wasted hundreds of download and realised i got the wrong one;negative
2138;Guys, follow  for the RX Twitterwar!!!! DD GO GINOOOO!!!;neutral
2139;School is going to be absolutely horrible today. Peace out, `09;negative
2140; http://twitpic.com/4wh5x - LUCKY! I`m so jealous even though I don`t like her that much;negative
2141; sadface;negative
2142;I get the feeling  is going to make me wait until I get home to tell me I`m denied vittles from BWW.;neutral
2143;_hand Oops! I completely forgot!;negative
2144; No problem. At least look on the floor. We won`t see the banana skin in our brains ... I step on it once, almost got killed;neutral
2145;dam i missed hollyoaks 2nite!;negative
2146; there`s relisting fees when you don`t complete a sale?  that sucks!;negative
2147;   _coach   IMHO this soft is the best to keep the chaos straight   http://bit.ly/yuFil;positive
2148; I was being childish lol cos one of them said that pic of Jake in Down to earth made them vomit;neutral
2149; err i think they`re like 15 bucks a ticket cause its 3D too. too expensive;negative
2150; Aww Stanley, have you still got him, they can live for like 20 years right?  x;neutral
2151; http://twitpic.com/4u5h8 - leon looks supa` fly on that mini couch;positive
2152;_carter Hey Brian Littrell is there!! He doesnt really like this kinda pages rigth?  kisses! I loev you guys!;positive
2153; did you go to uga? If so, I liked you better before I knew! Ha!;positive
2154;is having trouble breathing through the pain..and now i have a **** fever...   (^~^)<^>;negative
2155;I`m feel deflated. Ugh. No more dog.;negative
2156;_grant  Hey Donna, lovely to see you on Twitter.;positive
2157;  read something happy?;positive
2158;Good morning from RSA Twitterverse!! Please send me some happy vibes & cheerfulness today I`m feeling a little sad;neutral
2159;CloneCloud: actually it`s distant processor provisioning  like the idea http://bit.ly/b9v90;neutral
2160;Well that is nice.  Loving the new Friends organiser too.;positive
2161; It is a recession;neutral
2162; I REEEALLY wish I could be there  haven`t been n a while.what`s goin on down there lately?;positive
2163; Can I also have a swirly flat white?;neutral
2164;I should have posted this for the world Pinhole day   I Love this picture. http://twitpic.com/4jb4d;positive
2165; oh poor you  atleast get paid for staying back or?;neutral
2166; Ghunghte Mein Chanda Hai Phir Bhi Hai Phela Chaaron Aur Ujala i love that songggggg ps  i got lost in morrisons;neutral
2167; you look sooooo pretty love. dang I wish I was in NY so I could c u do ur thang;positive
2168; lmao, yep;neutral
2169;Aaaaaaaa!! I hate **** winshit!!;negative
2170;Ugh i hate not having my car!! i miss you my little ford focus!!!;negative
2171;To every mom, mommy and mother, Happy Mother`s Day   Hope you all do something special and fun today.;positive
2172;I have to go to work.;neutral
2173;is soo in love with beyonce`s song 'smash into you';positive
2174;Did it!!  back in pakistan! - http://bkite.com/07kBP;neutral
2175; me too  what are you doing?;neutral
2176;Huge headache...goodnight!!;neutral
2177; that sucks;negative
2178; that`s what she said?;neutral
2179;Had a good time out , now I must sleep lol. Gym & dance rehearsals in like 5 hours,;positive
2180;the trip was really great. but i cant belive summers here;neutral
2181; - halla!!! doing ok- got a cold but trying to ignore it  how about you?;neutral
2182;tweeting from ally court for the last time.... its a sad sad moment;negative
2183;_iddon blerrrrrrrrrrgh. im too hot and all sticky;negative
2184;having my dinner. eating bangus.  it`s a fish.;neutral
2185;i feel very ill. i think im dehydrated;negative
2186;Biology final today. Then home to prepare for psychology.;neutral
2187;I think Steph will enjoy her first Mother`s Day tomorrow.;positive
2188;Just got home from school. Doing assignments.;neutral
2189;over LT training today, ehhh hard to tall how hard it was. But now I feels good. Sunday race day again... Its raining now so lost of mud;positive
2190;whos going to see reemer on wednesdayy  me and kirsty are going (A) im well exited !!!;positive
2191; I miss having u as a roommate;negative
2192; jersey weather - and good on you for the charity drive!;positive
2193; Oh, I didn`t realize its on at 830 as well- already at work- or as today still in the car, don`t ask;neutral
2194; ~ I`m sure that would make Mr. Koons very happy;positive
2195;Happy Mother`s day VALK!!;positive
2196;i know im wrong .. just give me one more chance   sEnti .. :];neutral
2197;would like to have a gaming system;positive
2198; I`ve been here since 3 and i`m here for 8 more hours tomorrow;neutral
2199;_rosaen i LOVE your new bracelets!! im a very proud sista...you rock, girly;positive
2200;Going home to enjoy what is left of the day - I can`t believe how quickly this week flew by, no time for tweets;positive
2201; laze about ! It`s. The bank holiday law;neutral
2202;Potluck for danielle taking veggie tray. I will miss her;negative
2203;i think my cold is getting worse, not better!!  i cant stop coughing - it really sucks!!;negative
2204; time to start unfollowing some people, i think;neutral
2205; my  tix are in limbo....as usual  #UPSsucks;negative
2206;oooh gosh Google Wave is looking pretty sexy. Lunch time`s over though  Back to Powerpoint (significantly less sexy);neutral
2207;Off to go B&Q for new outdoor furniture;neutral
2208;Sachie: YNA DOESN`T KNOW OUR PASSWORD YET;neutral
2209; my interview if picked is NY too. But you probably forgot about me after blogtalk radio.;negative
2210;Why am I having such a hard time falling asleep;negative
2211;oh kasa, please lose the hair do;negative
2212;Im just thinking bout life. I need my bed. My fiance is in bed first;neutral
2213;Flat tire city;neutral
2214;I hate the exams . first time and last time in this school  then i`m out ! after 10 years! yaaaay !;neutral
2215; hope u did alright on the final;positive
2216;Hey #socialmediatv  - I`m new here  - is this a recorded show, viewable later too?  thanks  (Social Media TV live > http://ustre.am/2NjV);positive
2217;Hello everyone im just sitting here rocking out to 9412 sam on the air The best classic rock station on twitter here;positive
2218;Schwarzenegger proposes closing 220 state parks   http://bit.ly/MhKz0;neutral
2219;http://twitpic.com/4wgp2 - Bambi will eat you;neutral
2220;is at home with a pukey boy! Poor little baby;negative
2221; He`s an amazing jockey! Saw that Clydesdale commercial too..loved it!;positive
